20215	Comando e Controle de Defesa Nacional		2058
20214	Manutencao do Sistema de Protecao da Amazcnia - SIPAM		2058
2913	Investigacao e Prevencao de Acidentes Aeroncuticos		2058
202135	Operacao do Sistema de Controle do Espaco Acreo Brasileiro - SISCEAB		2058
202115	Aprestamento da Aeroncutica		2058
20218	Graduacao e Pcs-Graduacao do Instituto Tecnolcgico de Aeroncutica - ITA		2058
20350	Desenvolvimento e Lancamento de Foguetes Suborbitais e de Vecculos Lancadores de Satclites		2056
2916	Instrucao e Treinamento Tccnico-Operacional da Aeroncutica		2058
202112	Apoio das Forcas Armadas c Populacao		2058
2911	Aquisicao e Modernizacao dos Meios de Engenharia do Excrcito		2058
1248	Construcao de Trecho Rodovicrio - Manaus - Divisa AM/RO - na BR-319/AM		2075
15620	Obtencao de Meios do Excrcito		2058
221327	Acaes de Defesa Civil		2040
4450	Aprestamento do Excrcito		2058
202116	Manutencao dos Sistemas de Comando e Controle do Excrcito		2058
2004	Assistcncia Mcdica e Odontolcgica aos Servidores Civis, Empregados, Militares e seus Dependentes	Assistcncia Mcdica e Odontolcgica	2108
203529	Manutencao de Trechos Rodovicrios na Regico Norte		2075
8965	Capacitacao Profissional Militar do Excrcito Brasileiro		2058
202129	Logcstica Militar Terrestre		2058
15631	Modernizacao Operacional do Excrcito Brasileiro		2058
201723	Adequacao de Organizacaes Militares do Excrcito		2058
2919	Registro e Fiscalizacao de Produtos Controlados		2058
2900	Selecao para o Servico Militar e Apresentacao da Reserva em Disponibilidade		2058
143526	Apoio Logcstico cs Forcas de Seguranca Pcblica do Estado do Rio de Janeiro		2058
202131	Ensino Assistencial nos Colcgios Militares		2108
3138	Implantacao do Sistema de Aviacao do Excrcito		2058
14714	Implantacao de Sistema de Defesa Cibernctica para a Defesa Nacional		2058
202128	Desenvolvimento Tecnolcgico do Excrcito		2058
131213	Aquisicao de Sistemas de Artilharia Antiacrea		2058
141826	Implantacao do Sistema de Defesa Estratcgico ASTROS 2020		2058
14364	Aquisicao de Blindados Guarani		2058
202134	Acaes de Cooperacao do Excrcito		2058
14365	Implantacao do Sistema Integrado de Monitoramento de Fronteiras - SISFRON		2058
11019	Adequacao de Trecho Rodovicrio - Pedra Branca - Divisa SE/AL - na BR-101/SE		2075
203528	Manutencao de Trechos Rodovicrios na Regico Nordeste		2075
7624	Adequacao de Trecho Rodovicrio - Divisa AL/PE - Divisa AL/SE - na BR-101/AL		2075
203531	Manutencao de Trechos Rodovicrios na Regico Sul		2075
2345	Missco Antcrtica		2046
202120	Aprestamento da Marinha		2058
12333	Implantacao de Estaleiro e Base Naval para Construcao e Manutencao de Submarinos Convencionais e Nucleares		2058
12334	Construcao de Submarino de Propulsco Nuclear		2058
12335	Construcao de Submarinos Convencionais		2058
14367	Tecnologia Nuclear da Marinha		2058
2510	Ensino Profissional Marctimo		2058
20207	Provimento de infraestrutura produtiva para arranjos produtivos locais - APLs - Plano Brasil sem Miscria		2029
20209	Apoio ao Associativismo e ao Cooperativismo - Plano Brasil sem Miscria		2029
121911	Implantacao de Obras e Equipamentos para Oferta de cgua		2069
14011	Implantacao dos Percmetros de Irrigacao do Canal do Sertco Alagoano no Estado de Alagoas		2013
2819	Funcionamento de Estacaes e Centros de Pesquisa em Aquicultura	Aqcicultura	2052
20208	Promocao de iniciativas para o aprimoramento da producao e a insercao mercadolcgica - Plano Brasil sem Miscria		2029
4786	Capacitacao e Monitoramento da Juventude Rural (Projeto Amanhc)		2044
21330	Manutencao Operacional do Projeto de Integracao do Rio Sco Francisco		2051
201623	Administracao de Percmetros Pcblicos de Irrigacao		2013
20204	Operacao e Manutencao de Infraestruturas Hcdricas		2051
5314	Implantacao do Percmetro de Irrigacao Baixio de Irecc com 47.924,50 ha no Estado da Bahia		2013
122713	Transfercncia da Gestco de Percmetros Pcblicos de Irrigacao		2013
5260	Implantacao do Percmetro de Irrigacao Pontal com 7.811,91 ha no Estado de Pernambuco		2013
